Date,Time,Latitude,Longitude,Heading (degrees Magnetic),Chlorophyll (ug/L),ODO (mg/L),Salinity (PPT),Temperature (C)
20260901,120649,25.912701268333333,-80.13782114333333,117.25450291410748,,,,
20260901,120650,25.912702196666668,-80.137821675,117.25450291410841,1.0104712496770332,4.894356294312455,30.32256409612791,29.949212805184434
20260901,120651,25.912703449397398,-80.1378223924526,73.81614215982673,1.0208278061076692,4.88137187737924,30.323358009465625,29.949416560986116
20260901,120652,25.91270470365244,-80.13782198775455,101.45385934630457,1.02611173961379,4.862229886753974,30.322356607481645,29.94857448926035
20260901,120653,25.912705611706645,-80.13782219230323,118.61586437007371,1.0276968790714116,4.857781459646322,30.319085729694244,29.947935407566547
20260901,120654,25.912706541417275,-80.13782275622607,30.13305319066677,1.0356016356435431,4.841304704613069,30.322286485963836,29.947968863957463
20260901,120655,25.912708092729524,-80.13781978490388,13.187609318518973,1.0317482757710208,4.831823738832762,30.315555234458746,29.94660544085848
20260901,120656,25.912709240716712,-80.13781433807108,13.26963688126018,1.0202808108084354,4.818740984811185,30.308328468598457,29.944856935904888
20260901,120657,25.912710812739896,-80.13780692710463,13.409868910409456,0.9990414787386261,4.811362188256234,30.29740447012568,29.940956831789777
20260901,120658,25.91271273558531,-80.13779796055161,14.314937871023512,0.9775978651490858,4.799718089060541,30.2811624402657,29.93547032106076
20260901,120659,25.912715049325424,-80.13778787979284,15.473912674061651,0.947396559227314,4.803137216742062,30.261315252331126,29.931553160571507
20260901,120700,25.912717772348703,-80.13777694407321,15.92278847841193,0.9154065943725891,4.815681847892287,30.244729706747215,29.92585442877438
20260901,120701,25.912720954790267,-80.13776454202267,16.09008623551482,0.882850351280017,4.826074133921234,30.223029976688387,29.917768457298315
20260901,120702,25.91272398362857,-80.13775286788436,16.661092871475404,0.8572586653865268,4.836352678242651,30.20855869806601,29.913123773421635
20260901,120703,25.912727156073707,-80.13774108258815,16.719952973321313,0.8401945086384779,4.845424090564177,30.199184674162986,29.905185167860687
20260901,120704,25.912730350846832,-80.1377292585823,16.54168045049518,0.8272279872219126,4.861049263078169,30.19328596274526,29.90155348623919
20260901,120705,25.912733568400675,-80.13771721438098,17.26115712389782,0.8194254154253006,4.883814998098514,30.178907246349926,29.895931700598357
20260901,120706,25.912736527851497,-80.13770662537182,17.801657197488133,0.8159435301572966,4.897096289195301,30.17199340147712,29.89243845890778
20260901,120707,25.912739577018165,-80.13769606787181,17.801657197488353,0.8155501554129985,4.911776884971768,30.16587673197597,29.888982599269912
20260901,120708,25.912742250393087,-80.13768681152119,12.627705090811807,0.8158556385235001,4.935800836751327,30.153735930463668,29.88875980784272
20260901,120709,25.912744088813486,-80.1376776883399,354.6323500351762,0.8202429356040878,4.962221525620608,30.13405815363491,29.889668930481076
20260901,120710,25.912743450716977,-80.1376701379818,328.24413378208453,0.8224378122801669,4.983526126417708,30.1147305094291,29.888908591279815
20260901,120711,25.912740317464696,-80.13766451005559,304.26667684749646,0.8268857435928008,5.010218348765849,30.089957680778763,29.88669771834373
20260901,120712,25.912737058252674,-80.13766204135705,287.9555920563166,0.8318969573128222,5.022514740175944,30.069904189991462,29.887278432476947
20260901,120713,25.912734166777078,-80.13766099960374,282.12856534380757,0.8335227589039285,5.0305144550414225,30.059759924117927,29.886584157168922
20260901,120714,25.912730617339015,-80.13766015156075,286.5538916802019,0.8371383751175111,5.041202863090891,30.04769219836153,29.88461967213918
20260901,120715,25.91272500015016,-80.13765829530581,291.69438705004586,0.8443533837350812,5.059739605176168,30.021844027520196,29.88061344622984
20260901,120716,25.91271928906064,-80.13765576928061,293.57773935625346,0.8506157272092181,5.082510790967619,29.9919804805957,29.88082024925894
20260901,120717,25.912712371560687,-80.13765241286052,291.4115887653104,0.8628255856210262,5.119160592729227,29.954387984812293,29.879617948994568
20260901,120718,25.912703978715005,-80.13764875393016,291.31584788605596,0.877386158062085,5.160934411702054,29.912750960195766,29.879565301954628
20260901,120719,25.91269463257115,-80.13764469942124,291.0706254583453,0.8936340284370126,5.20725571573428,29.869065331067464,29.87770296004277
20260901,120720,25.91268964321959,-80.13764256226976,291.5916003164505,0.9022264202330039,5.22592047531453,29.847893850379688,29.87847435846204
20260901,120721,25.91268467155292,-80.13764037476976,291.5916003164508,0.9117115075029396,5.25377050861812,29.824910049733273,29.877702537876193
20260901,120722,25.91266319071098,-80.13763092334332,291.2806210384657,0.9438508809681019,5.311639815100376,29.768148602371753,29.879231650171686
20260901,120723,25.912654290518503,-80.13762706930365,292.5950051068177,0.9516730038827754,5.321249495472978,29.757371167703493,29.87776978848481
20260901,120724,25.9126461094222,-80.13762328413567,289.62201810615693,0.9558236718652418,5.318073286642841,29.757035665271037,29.876810833927323
20260901,120725,25.912637987931983,-80.13762006505459,275.55743120696985,0.9576817417777848,5.3139609363407425,29.75768221726272,29.879539269925093
20260901,120726,25.912630974328614,-80.13761930634861,251.6480869046503,0.9531123621984198,5.30547721760002,29.75820598687118,29.877489687044093
20260901,120727,25.91262588163034,-80.13762118454284,224.58803362905556,0.950394614887463,5.3039844110819185,29.741850387445115,29.87417234611349
